URLs,subdirectory1,subdirectory2,subdirectory3,subdirectory4
https://www.tradingview.com/chart/AAPL/K8kOKWBy-The-Dunning-Kruger-effect/,chart,AAPL,K8kOKWBy-The-Dunning-Kruger-effect,
https://www.tradingview.com/chart/FB/AKIsqGaF-Strategy-Support-Resistance-4-17-2022-Crypto-Stocks/,chart,FB,AKIsqGaF-Strategy-Support-Resistance-4-17-2022-Crypto-Stocks,
https://www.tradingview.com/chart/GMTUSDT/pHAOIWJE-GMT/,chart,GMTUSDT,pHAOIWJE-GMT,
https://www.tradingview.com/chart/OJ1!/hCJD6izo-Sugar-and-FCOJ-Take-the-Bullish-Baton/,chart,OJ1!,hCJD6izo-Sugar-and-FCOJ-Take-the-Bullish-Baton,
https://www.tradingview.com/chart/USDJPY/vUvoH2kg-USDJPY-Something-s-gotta-give/,chart,USDJPY,vUvoH2kg-USDJPY-Something-s-gotta-give,
https://www.tradingview.com/chart/RIOT/jY45JIpc-Riot-Blockchain-solidified-support-for-a-move-to-the-Upside/,chart,RIOT,jY45JIpc-Riot-Blockchain-solidified-support-for-a-move-to-the-Upside,
https://www.tradingview.com/chart/SPX/gNg9nw2l-S-P-is-going-towards-20k-over-next-10-y/,chart,SPX,gNg9nw2l-S-P-is-going-towards-20k-over-next-10-y,
https://www.tradingview.com/chart/BTCUSD/ZuEuUWY8-Bitcoin-No-All-Time-High-in-sight/,chart,BTCUSD,ZuEuUWY8-Bitcoin-No-All-Time-High-in-sight,
https://www.tradingview.com/chart/EURUSD/MKRgd7CA-Economic-data-that-a-trader-should-be-able-to-understand/,chart,EURUSD,MKRgd7CA-Economic-data-that-a-trader-should-be-able-to-understand,
https://www.tradingview.com/chart/NFLX/h4lOhCJN-NETF-The-Beginning-Of-The-End/,chart,NFLX,h4lOhCJN-NETF-The-Beginning-Of-The-End,
https://www.tradingview.com/chart/FB/Bu76Rt22-How-do-earnings-releases-affect-PA/,chart,FB,Bu76Rt22-How-do-earnings-releases-affect-PA,
https://www.tradingview.com/chart/QQQ/Aez6Gw5o-At-a-tilt/,chart,QQQ,Aez6Gw5o-At-a-tilt,
https://www.tradingview.com/chart/US30/3EhzntXP-US30-Potential-For-Bullish-Bounce-22nd-April-2022/,chart,US30,3EhzntXP-US30-Potential-For-Bullish-Bounce-22nd-April-2022,
https://www.tradingview.com/chart/GBPNZD/vajmfSig-Trader-comfort-zone-journey/,chart,GBPNZD,vajmfSig-Trader-comfort-zone-journey,
https://www.tradingview.com/chart/SPY/me5HWes3-3-tips-for-building-a-professional-trading-mindset/,chart,SPY,me5HWes3-3-tips-for-building-a-professional-trading-mindset,
https://www.tradingview.com/chart/ZW1!/j06ARYQM-FOMO-Analysis-from-a-Trading-Psychologist/,chart,ZW1!,j06ARYQM-FOMO-Analysis-from-a-Trading-Psychologist,
https://www.tradingview.com/chart/XBTUSD.P/6xaDxOe6-Good-analysts-are-not-always-good-traders-Principle-vs-Emotion/,chart,XBTUSD.P,6xaDxOe6-Good-analysts-are-not-always-good-traders-Principle-vs-Emotion,
https://www.tradingview.com/chart/SPX/bP9yMCqs-SPX-Longer-Term-Scenario/,chart,SPX,bP9yMCqs-SPX-Longer-Term-Scenario,
https://www.tradingview.com/chart/BLK/RgyCGpPL-BLK-The-most-powerful-company-in-the-world/,chart,BLK,RgyCGpPL-BLK-The-most-powerful-company-in-the-world,
https://www.tradingview.com/chart/NQ1!/qeQIiyNX-How-I-Day-Trade-The-E-mini-Nasdaq/,chart,NQ1!,qeQIiyNX-How-I-Day-Trade-The-E-mini-Nasdaq,
https://www.tradingview.com/chart/UKOIL/pIJsYZjA-BRENT-CRUDE-OIL-may-drop-in-price-by-as-much-as-65/,chart,UKOIL,pIJsYZjA-BRENT-CRUDE-OIL-may-drop-in-price-by-as-much-as-65,
https://www.tradingview.com/chart/BTCUSD/DyigKaMl-BTC-Important-key-levels/,chart,BTCUSD,DyigKaMl-BTC-Important-key-levels,
https://www.tradingview.com/chart/NAS100USD/dYMRJOW4-NASDAQ-The-Major-Correction/,chart,NAS100USD,dYMRJOW4-NASDAQ-The-Major-Correction,
https://www.tradingview.com/chart/US10Y/zEAxoiK9-RECESSIONS-DON-T-HAPPEN-WHEN-EVERYONE-IS-EXPECTING-ONE-TO/,chart,US10Y,zEAxoiK9-RECESSIONS-DON-T-HAPPEN-WHEN-EVERYONE-IS-EXPECTING-ONE-TO,
https://www.tradingview.com/chart/NDX/ywrgkDKB-How-Oscillators-can-you-give-you-an-edge/,chart,NDX,ywrgkDKB-How-Oscillators-can-you-give-you-an-edge,
https://www.tradingview.com/chart/US10Y/1rlT2EFV-UST-10Y-Government-Yields-Too-far-too-fast/,chart,US10Y,1rlT2EFV-UST-10Y-Government-Yields-Too-far-too-fast,
https://www.tradingview.com/chart/USDCHF/JUscaebh-USDCHF-Potential-For-Bearish-Dip-29th-April-2022/,chart,USDCHF,JUscaebh-USDCHF-Potential-For-Bearish-Dip-29th-April-2022,
https://www.tradingview.com/chart/MANAUSD/8Hc5NLu5-Decentraland-MANA-and-the-Metaverse-Rental-Market/,chart,MANAUSD,8Hc5NLu5-Decentraland-MANA-and-the-Metaverse-Rental-Market,
https://www.tradingview.com/chart/ZQZ2022/gYgqYvIE-Fed-Funds-futures-disconnected-from-reality/,chart,ZQZ2022,gYgqYvIE-Fed-Funds-futures-disconnected-from-reality,
https://www.tradingview.com/chart/URA/LQbdGJnb-URA-Nuclear-Energy-isn-t-the-answer/,chart,URA,LQbdGJnb-URA-Nuclear-Energy-isn-t-the-answer,
https://www.tradingview.com/chart/BTCUSDT/uPU5dRYI-BTC-exclusive-long-term-update-must-read/,chart,BTCUSDT,uPU5dRYI-BTC-exclusive-long-term-update-must-read,
https://www.tradingview.com/chart/BTCUSD/Ez3u5liX-The-rainbow-chart-analysis-of-Bitcoin-since-2012/,chart,BTCUSD,Ez3u5liX-The-rainbow-chart-analysis-of-Bitcoin-since-2012,
https://www.tradingview.com/chart/US100/UIVIfzqj-Nasdaq-5-2-22-BULLISH-Bullish-rally-coming-this-week/,chart,US100,UIVIfzqj-Nasdaq-5-2-22-BULLISH-Bullish-rally-coming-this-week,
https://www.tradingview.com/chart/SPX/jIAYj2Al-The-Fed-Bubble-A-Technical-View/,chart,SPX,jIAYj2Al-The-Fed-Bubble-A-Technical-View,
https://www.tradingview.com/chart/SPY/GvIgZIoH-FOMC-Meeting-What-to-expect/,chart,SPY,GvIgZIoH-FOMC-Meeting-What-to-expect,
https://www.tradingview.com/chart/GOLD/26Wxr5Ac-Gold-is-Targeting-1-827-80-extension-on-the-Fed-aftermath/,chart,GOLD,26Wxr5Ac-Gold-is-Targeting-1-827-80-extension-on-the-Fed-aftermath,
https://www.tradingview.com/chart/NQ1!/OU1GddI3-Why-I-m-Bullish-The-E-mini-Nasdaq-100-Futures/,chart,NQ1!,OU1GddI3-Why-I-m-Bullish-The-E-mini-Nasdaq-100-Futures,
https://www.tradingview.com/chart/DXY/OzUiw5mj-DOLLAR-INDEX-DXY-Consolidation-and-Indecision/,chart,DXY,OzUiw5mj-DOLLAR-INDEX-DXY-Consolidation-and-Indecision,
https://www.tradingview.com/chart/AAPL/8soL1z3g-Apple-Tries-to-Make-a-Higher-Low/,chart,AAPL,8soL1z3g-Apple-Tries-to-Make-a-Higher-Low,
https://www.tradingview.com/chart/BTCUSDT/UQwAf01l-Bitcoin-Mid-Term-pump-Goblin-town-still-in-sight/,chart,BTCUSDT,UQwAf01l-Bitcoin-Mid-Term-pump-Goblin-town-still-in-sight,
https://www.tradingview.com/chart/PLTR/ISlZDHRs-PLTR-looks-primed-for-higher-prices/,chart,PLTR,ISlZDHRs-PLTR-looks-primed-for-higher-prices,
https://www.tradingview.com/chart/NDX/J4PPpuvW-The-Al-Pacino-Rule-of-Investing-A-Don-Corleone-Market/,chart,NDX,J4PPpuvW-The-Al-Pacino-Rule-of-Investing-A-Don-Corleone-Market,
https://www.tradingview.com/chart/USOIL/6svtcW8p-USOIL-Bars-Pattern-Idea/,chart,USOIL,6svtcW8p-USOIL-Bars-Pattern-Idea,
https://www.tradingview.com/chart/BTCUSDT/Jq1vZzBZ-How-to-use-HORIZONTAL-VOLUMES-Tutorial-with-examples/,chart,BTCUSDT,Jq1vZzBZ-How-to-use-HORIZONTAL-VOLUMES-Tutorial-with-examples,
https://www.tradingview.com/chart/QQQ/uRpGu8FW-4-things-to-remember-about-bear-markets/,chart,QQQ,uRpGu8FW-4-things-to-remember-about-bear-markets,
https://www.tradingview.com/chart/SPY/1PmLXLZL-Be-on-the-Lookout-for-a-Weekly-MACD-Signal-Cross-Failure/,chart,SPY,1PmLXLZL-Be-on-the-Lookout-for-a-Weekly-MACD-Signal-Cross-Failure,
https://www.tradingview.com/chart/SOLUSD/vUA9L09c-Weekend-Update-VERSION-2-Off-by-one-degree/,chart,SOLUSD,vUA9L09c-Weekend-Update-VERSION-2-Off-by-one-degree,
https://www.tradingview.com/chart/SPX/PWpPWpFp-S-P500-2008-and-2022/,chart,SPX,PWpPWpFp-S-P500-2008-and-2022,
https://www.tradingview.com/chart/EURTRY/mUBPkt7E-EURTRY-Inflation-Beast-is-Back/,chart,EURTRY,mUBPkt7E-EURTRY-Inflation-Beast-is-Back,
https://www.tradingview.com/chart/LUNAUSDT/wTx7FAS7-LUNA-Understanding-the-Lunatic-Drop/,chart,LUNAUSDT,wTx7FAS7-LUNA-Understanding-the-Lunatic-Drop,
https://www.tradingview.com/chart/SPX/wsV63ai7-S-P-500-low-from-09th-May/,chart,SPX,wsV63ai7-S-P-500-low-from-09th-May,
https://www.tradingview.com/chart/BTCUSD/QMmpRQYL-Why-we-are-finally-happy-to-go-long-Bitcoin-around-here-LOGIC/,chart,BTCUSD,QMmpRQYL-Why-we-are-finally-happy-to-go-long-Bitcoin-around-here-LOGIC,
https://www.tradingview.com/chart/SPX500/1T3V7TC6-SPX500-and-Bitcoin-what-the-F-is-happening/,chart,SPX500,1T3V7TC6-SPX500-and-Bitcoin-what-the-F-is-happening,
https://www.tradingview.com/chart/USTUSDT/PGXBThYU-UST-killed-LUNA/,chart,USTUSDT,PGXBThYU-UST-killed-LUNA,
https://www.tradingview.com/chart/TOTAL/TVz7k4V1-TOTAL-Carnage/,chart,TOTAL,TVz7k4V1-TOTAL-Carnage,
https://www.tradingview.com/chart/BTCUSD/d38EPAsx-How-to-identify-Bitcoin-Tops-and-Bottoms/,chart,BTCUSD,d38EPAsx-How-to-identify-Bitcoin-Tops-and-Bottoms,
https://www.tradingview.com/chart/BTCUSDT/awrUMvLk-Bitcoin-Roadmap-Chapter-6/,chart,BTCUSDT,awrUMvLk-Bitcoin-Roadmap-Chapter-6,
https://www.tradingview.com/chart/SPX500USD/xBiV7nLF-SPX-Gamma-AM/,chart,SPX500USD,xBiV7nLF-SPX-Gamma-AM,
https://www.tradingview.com/chart/DXY/Cafdck3x-The-BEST-position-of-2022-The-answer-may-surprise-you/,chart,DXY,Cafdck3x-The-BEST-position-of-2022-The-answer-may-surprise-you,
https://www.tradingview.com/chart/LTCUSD/RYFx5bvZ-LTCUSD-12-MAY-2022/,chart,LTCUSD,RYFx5bvZ-LTCUSD-12-MAY-2022,
https://www.tradingview.com/chart/NDX/radllSeJ-Nasdaq-Ichimoku-Observations/,chart,NDX,radllSeJ-Nasdaq-Ichimoku-Observations,
https://www.tradingview.com/chart/AAPL/zrVsFl0G-Traders-gaining-momentum-Spring-edition/,chart,AAPL,zrVsFl0G-Traders-gaining-momentum-Spring-edition,
https://www.tradingview.com/chart/USDJPY/wsZqhE7R-WEEKLY-FOREX-OUTLOOK-SUN-MAY-15-2022-FRI-MAY-20-2022/,chart,USDJPY,wsZqhE7R-WEEKLY-FOREX-OUTLOOK-SUN-MAY-15-2022-FRI-MAY-20-2022,
https://www.tradingview.com/chart/XAGUSD/KCDnT8Xw-SILVER-Get-Yourself-Ready/,chart,XAGUSD,KCDnT8Xw-SILVER-Get-Yourself-Ready,
https://www.tradingview.com/chart/BRK.B/vjI1wqkH-Berkshire-Hathaway-Potential-20-Upside/,chart,BRK.B,vjI1wqkH-Berkshire-Hathaway-Potential-20-Upside,
https://www.tradingview.com/chart/EURUSD/DTKKHEYO-SETTING-REALISTIC-GOALS/,chart,EURUSD,DTKKHEYO-SETTING-REALISTIC-GOALS,
https://www.tradingview.com/chart/EURUSD/Qs2OAKAH-EURUSD-Will-The-EURO-Rise-Again-After-This-Deep-Decline/,chart,EURUSD,Qs2OAKAH-EURUSD-Will-The-EURO-Rise-Again-After-This-Deep-Decline,
https://www.tradingview.com/chart/ETHUSD/FfVeauan-Ether-head-and-shoulders-activated-on-monthly-log-scale/,chart,ETHUSD,FfVeauan-Ether-head-and-shoulders-activated-on-monthly-log-scale,
https://www.tradingview.com/chart/WPL/AdB1We2d-The-rotation-of-money/,chart,WPL,AdB1We2d-The-rotation-of-money,
https://www.tradingview.com/chart/BTCUSD/oZtR1Ela-Why-I-m-Short-Bitcoin-MBT-Futures/,chart,BTCUSD,oZtR1Ela-Why-I-m-Short-Bitcoin-MBT-Futures,
https://www.tradingview.com/chart/BTCUSD/FZBRh5Nd-Your-strategy-will-inevitably-go-through-a-Drawdown/,chart,BTCUSD,FZBRh5Nd-Your-strategy-will-inevitably-go-through-a-Drawdown,
https://www.tradingview.com/chart/US10Y/6wwNTuhn-Bond-Equity-Correlation-The-Most-Important-Question/,chart,US10Y,6wwNTuhn-Bond-Equity-Correlation-The-Most-Important-Question,
https://www.tradingview.com/chart/XRPUSD/qmnMKzm9-How-To-Analyze-Any-Chart-From-Scratch-Episode-2/,chart,XRPUSD,qmnMKzm9-How-To-Analyze-Any-Chart-From-Scratch-Episode-2,
https://www.tradingview.com/chart/SPY/YBma1u8E-Spy-monthly-view-using-renko/,chart,SPY,YBma1u8E-Spy-monthly-view-using-renko,
https://www.tradingview.com/chart/BTCUSD/slyq6HLx-How-to-fail-as-a-trader/,chart,BTCUSD,slyq6HLx-How-to-fail-as-a-trader,
https://www.tradingview.com/chart/LNG/OiGef0Jt-Cheniere-Is-Squeezing-Is-a-Breakout-Next/,chart,LNG,OiGef0Jt-Cheniere-Is-Squeezing-Is-a-Breakout-Next,
https://www.tradingview.com/chart/EURUSD/H0vsxMQI-What-Time-Frame-Should-You-Trade/,chart,EURUSD,H0vsxMQI-What-Time-Frame-Should-You-Trade,
https://www.tradingview.com/chart/ES1!/uWHsb1JG-Morning-Ideas-May-25-2022/,chart,ES1!,uWHsb1JG-Morning-Ideas-May-25-2022,
https://www.tradingview.com/chart/NG1!/LPbmjJhE-FOMO-Analysis-from-a-Trading-Psychologist/,chart,NG1!,LPbmjJhE-FOMO-Analysis-from-a-Trading-Psychologist,
https://www.tradingview.com/chart/BTCUSD/bcm791rj-Bitcoin-Strong-warning-sign-in-BTCUSD/,chart,BTCUSD,bcm791rj-Bitcoin-Strong-warning-sign-in-BTCUSD,
https://www.tradingview.com/chart/VFC/en6FnxDF-Insanely-Rare-Buying-Opportunity-for-VFC/,chart,VFC,en6FnxDF-Insanely-Rare-Buying-Opportunity-for-VFC,
https://www.tradingview.com/chart/GMTUSDT/mPMbegNE-Will-we-see-GMT-pump-after-yesterday-China-s-STEPN-dump-YES/,chart,GMTUSDT,mPMbegNE-Will-we-see-GMT-pump-after-yesterday-China-s-STEPN-dump-YES,
https://www.tradingview.com/chart/XAUUSD/t41L0XPd-Moving-Average-Two-Profitable-Ways-to-Use/,chart,XAUUSD,t41L0XPd-Moving-Average-Two-Profitable-Ways-to-Use,
https://www.tradingview.com/chart/PRCT/2kMK9TJK-PRCT-set-to-move/,chart,PRCT,2kMK9TJK-PRCT-set-to-move,
https://www.tradingview.com/chart/ETHGBP/bs3XUvgw-ETHGBP-29-MAY-2022-1200-hrs/,chart,ETHGBP,bs3XUvgw-ETHGBP-29-MAY-2022-1200-hrs,
https://www.tradingview.com/chart/EURGBP/ElaZIfky-EUR-trades-that-catch-the-eye/,chart,EURGBP,ElaZIfky-EUR-trades-that-catch-the-eye,
https://www.tradingview.com/chart/ETHEUR/cYIp8FSW-Non-Fungible-Token-NFT/,chart,ETHEUR,cYIp8FSW-Non-Fungible-Token-NFT,
https://www.tradingview.com/chart/EURAUD/R4HdWRAv-EURAUD-Pivotal-Trendline-Test/,chart,EURAUD,R4HdWRAv-EURAUD-Pivotal-Trendline-Test,
https://www.tradingview.com/chart/SPGSCI/SFgEJkxy-Triple-Screen-Method-Trading-With-The-Trend-Commodities/,chart,SPGSCI,SFgEJkxy-Triple-Screen-Method-Trading-With-The-Trend-Commodities,
https://www.tradingview.com/chart/BTCUSD/0gevyDBt-BTC-Our-most-important-analysis-about-Bitcoin-ever/,chart,BTCUSD,0gevyDBt-BTC-Our-most-important-analysis-about-Bitcoin-ever,
https://www.tradingview.com/chart/EURCAD/RulRY1tp-EURCAD-Analyis/,chart,EURCAD,RulRY1tp-EURCAD-Analyis,
https://www.tradingview.com/chart/M2K1!/EfDoDhbQ-Key-Technical-Areas-In-The-E-mini-S-P-Nasdaq-Russell-2000/,chart,M2K1!,EfDoDhbQ-Key-Technical-Areas-In-The-E-mini-S-P-Nasdaq-Russell-2000,
https://www.tradingview.com/chart/GC1!/cXzT4o9T-Gold-Long-on-a-classic-uptrend-line/,chart,GC1!,cXzT4o9T-Gold-Long-on-a-classic-uptrend-line,
https://www.tradingview.com/chart/USDCAD/HpEK0iO2-USD-CAD-bulls-make-last-stand-before-sub-1-2500/,chart,USDCAD,HpEK0iO2-USD-CAD-bulls-make-last-stand-before-sub-1-2500,
https://www.tradingview.com/chart/SG/5jjvfmbv-What-makes-a-good-trader/,chart,SG,5jjvfmbv-What-makes-a-good-trader,
https://www.tradingview.com/chart/XAUUSD/6lytAH9j-How-much-leverage-should-I-be-using/,chart,XAUUSD,6lytAH9j-How-much-leverage-should-I-be-using,
https://www.tradingview.com/chart/6A1!/hX8bHJrv-A-Kangaroo-Hop/,chart,6A1!,hX8bHJrv-A-Kangaroo-Hop,
https://www.tradingview.com/chart/GBTC/u8P84KZo-Negative-Divergences-Often-Warn-of-Declines-Bitcoin-Gold/,chart,GBTC,u8P84KZo-Negative-Divergences-Often-Warn-of-Declines-Bitcoin-Gold,
https://www.tradingview.com/chart/CL1!/SCC2cHZx-Crude-oil-Dow-Jones-and-Soybeans/,chart,CL1!,SCC2cHZx-Crude-oil-Dow-Jones-and-Soybeans,
https://www.tradingview.com/chart/ZN1!/VbQWetnP-How-I-Use-Treasury-Futures-To-Better-Execute-The-E-mini-S-P-500/,chart,ZN1!,VbQWetnP-How-I-Use-Treasury-Futures-To-Better-Execute-The-E-mini-S-P-500,
https://www.tradingview.com/chart/GC1!/GstAaeyu-Event-Driven-Strategy-Focusing-on-Global-Crisis/,chart,GC1!,GstAaeyu-Event-Driven-Strategy-Focusing-on-Global-Crisis,
https://www.tradingview.com/chart/MU/8zljkBna-MU-at-support-but-showing-signs-of-falling-through/,chart,MU,8zljkBna-MU-at-support-but-showing-signs-of-falling-through,
https://www.tradingview.com/chart/XAUUSD/UlLb8ggH-Gold-consolidating-at-support-ahead-of-key-CPI-report/,chart,XAUUSD,UlLb8ggH-Gold-consolidating-at-support-ahead-of-key-CPI-report,
https://www.tradingview.com/chart/EURUSD/27jrdU0l-Methods-to-improve-your-trading/,chart,EURUSD,27jrdU0l-Methods-to-improve-your-trading,
https://www.tradingview.com/chart/SPX/XO30BN3s-SPX-The-Worst-May-Be-Yet-To-Come/,chart,SPX,XO30BN3s-SPX-The-Worst-May-Be-Yet-To-Come,
https://www.tradingview.com/chart/TRXBTC/pqpyyKnd-Tron-overvalued/,chart,TRXBTC,pqpyyKnd-Tron-overvalued,
https://www.tradingview.com/chart/ETHUSDT/bAi8HQ0X-ETHEREUM-Double-Divergence/,chart,ETHUSDT,bAi8HQ0X-ETHEREUM-Double-Divergence,
https://www.tradingview.com/chart/BTCUSD/vbfqb3He-Trading-Performance-Psychology-Part-1/,chart,BTCUSD,vbfqb3He-Trading-Performance-Psychology-Part-1,
https://www.tradingview.com/chart/XLE/0M9kQZrG-Rising-Wedge-in-Energy-ETF/,chart,XLE,0M9kQZrG-Rising-Wedge-in-Energy-ETF,
https://www.tradingview.com/chart/ZS1!/SV1wmHjv-Event-Driven-Strategy-on-Binary-Outcomes/,chart,ZS1!,SV1wmHjv-Event-Driven-Strategy-on-Binary-Outcomes,
https://www.tradingview.com/chart/BTCUSD/shXdWolS-BTC-massive-historical-support/,chart,BTCUSD,shXdWolS-BTC-massive-historical-support,
https://www.tradingview.com/chart/ZB1!/41ynZ8xr-Jamie-Dimon-s-Hurricane-and-the-Bond-Market-in-Early-June/,chart,ZB1!,41ynZ8xr-Jamie-Dimon-s-Hurricane-and-the-Bond-Market-in-Early-June,
https://www.tradingview.com/chart/JPYUSD/VtgYeYGO-JPY-USD-Breaking-Down-the-Macro-Range-Observations/,chart,JPYUSD,VtgYeYGO-JPY-USD-Breaking-Down-the-Macro-Range-Observations,
https://www.tradingview.com/chart/BLX/hWLBN01t-BTCUSD-200-Weekly-SMA-to-the-rescue-again/,chart,BLX,hWLBN01t-BTCUSD-200-Weekly-SMA-to-the-rescue-again,
https://www.tradingview.com/chart/SNAP/AKNHcayZ-FrogAlgo-5-Simple-Ways-to-Control-Your-Emotions-in-Trading/,chart,SNAP,AKNHcayZ-FrogAlgo-5-Simple-Ways-to-Control-Your-Emotions-in-Trading,
https://www.tradingview.com/chart/FXI/d0mZwIc1-FXI-Nasdaq-Relative-Strength-Correlation/,chart,FXI,d0mZwIc1-FXI-Nasdaq-Relative-Strength-Correlation,
https://www.tradingview.com/chart/SPX/q03sy7LX-Forecast-of-complete-bull-failure-in-SPX-2022/,chart,SPX,q03sy7LX-Forecast-of-complete-bull-failure-in-SPX-2022,
https://www.tradingview.com/chart/FTMBTC/ETSxZSMM-Fantom-FTM-Bullish-divergence/,chart,FTMBTC,ETSxZSMM-Fantom-FTM-Bullish-divergence,
https://www.tradingview.com/chart/MSOS/e1CIea97-MJ-s-may-be-taking-out-the-rally-bong-soon/,chart,MSOS,e1CIea97-MJ-s-may-be-taking-out-the-rally-bong-soon,
https://www.tradingview.com/chart/BTCUSD/UWnK1u2M-Bitcoin-The-Capitulation/,chart,BTCUSD,UWnK1u2M-Bitcoin-The-Capitulation,
https://www.tradingview.com/chart/BTCUSD/tifpQpZX-BITCOIN-ProShares-listing-SHORT-Bitcoin-ETF-How-to-act/,chart,BTCUSD,tifpQpZX-BITCOIN-ProShares-listing-SHORT-Bitcoin-ETF-How-to-act,
https://www.tradingview.com/chart/GBPUSD/EVpwmY91-Consistent-Profitability-how-long-does-it-take/,chart,GBPUSD,EVpwmY91-Consistent-Profitability-how-long-does-it-take,
https://www.tradingview.com/chart/US10Y/AKvj7ukj-Look-at-this-Unruly-Inverted-Mess-the-Fed-has-Made/,chart,US10Y,AKvj7ukj-Look-at-this-Unruly-Inverted-Mess-the-Fed-has-Made,
https://www.tradingview.com/chart/BTCUSD/6ROWnjNF-The-Bitcoin-Cycle-A-guide-to-time-the-next-major-entry/,chart,BTCUSD,6ROWnjNF-The-Bitcoin-Cycle-A-guide-to-time-the-next-major-entry,
https://www.tradingview.com/chart/DJI/k3JHBgtG-DOW-JONES-The-Buy-Sell-correlation-with-Unemployment-Inflation/,chart,DJI,k3JHBgtG-DOW-JONES-The-Buy-Sell-correlation-with-Unemployment-Inflation,
https://www.tradingview.com/chart/NATURALGAS1!/Zq9hRhQG-Poor-Result-of-Effort-A-Sign-Of-Supply-Nat-Gas/,chart,NATURALGAS1!,Zq9hRhQG-Poor-Result-of-Effort-A-Sign-Of-Supply-Nat-Gas,
https://www.tradingview.com/chart/MYM1!/V4mUtoYk-2-Steps-in-Drawing-a-Downtrend-Channel/,chart,MYM1!,V4mUtoYk-2-Steps-in-Drawing-a-Downtrend-Channel,
https://www.tradingview.com/chart/IXIC/rwMjIeKE-Nasdaq-Composite-200-Week-Average/,chart,IXIC,rwMjIeKE-Nasdaq-Composite-200-Week-Average,
https://www.tradingview.com/chart/ETH/96drJWBg-ETH-2-phases-and-why-we-need-it/,chart,ETH,96drJWBg-ETH-2-phases-and-why-we-need-it,
https://www.tradingview.com/chart/TSLA/ieRCaa9J-It-s-time-for-a-little-competition/,chart,TSLA,ieRCaa9J-It-s-time-for-a-little-competition,
https://www.tradingview.com/chart/BTCUSD/1r4RUztV-The-Future-of-Bitcoin/,chart,BTCUSD,1r4RUztV-The-Future-of-Bitcoin,
https://www.tradingview.com/chart/SPCE/GCsYeTrJ-SPCE-SQ-Square-Space/,chart,SPCE,GCsYeTrJ-SPCE-SQ-Square-Space,
https://www.tradingview.com/chart/TAN/3MNgIPqJ-The-return-of-solar-My-pair-trade-idea-SHORT-OIL-LONG-SOLAR/,chart,TAN,3MNgIPqJ-The-return-of-solar-My-pair-trade-idea-SHORT-OIL-LONG-SOLAR,
https://www.tradingview.com/chart/AERC/wJwU46aX-War-Tech-Long-Short/,chart,AERC,wJwU46aX-War-Tech-Long-Short,
https://www.tradingview.com/chart/HASI/6c5KWpC2-Sustainable-Infrastructure/,chart,HASI,6c5KWpC2-Sustainable-Infrastructure,
https://www.tradingview.com/chart/KWEB/AzvVGMaK-KWEB-VTI-WHERE-EAST-MEETS-WEST/,chart,KWEB,AzvVGMaK-KWEB-VTI-WHERE-EAST-MEETS-WEST,
https://www.tradingview.com/chart/US10Y/0rfy17kb-Mid-Year-Update-Part-1-10-Year-Rates/,chart,US10Y,0rfy17kb-Mid-Year-Update-Part-1-10-Year-Rates,
https://www.tradingview.com/chart/SPX/4KU6vEIN-Importance-of-index-analysis-Short-Tech-Long-Energy-stocks/,chart,SPX,4KU6vEIN-Importance-of-index-analysis-Short-Tech-Long-Energy-stocks,
https://www.tradingview.com/chart/US10Y/FDD5G8Dh-How-to-create-a-real-time-US-real-rate-on-TradingView/,chart,US10Y,FDD5G8Dh-How-to-create-a-real-time-US-real-rate-on-TradingView,
https://www.tradingview.com/chart/BTCUSD/J1vRkfri-BTCUSD-Serious-Risk-of-Proximity-to-11-Day-Orange-Lower-B-Band/,chart,BTCUSD,J1vRkfri-BTCUSD-Serious-Risk-of-Proximity-to-11-Day-Orange-Lower-B-Band,
https://www.tradingview.com/chart/BTCUSDT/8CXYSeLN-BTC-OUTLOOK-30-06/,chart,BTCUSDT,8CXYSeLN-BTC-OUTLOOK-30-06,
https://www.tradingview.com/chart/XLV/JKDtOcZq-Is-The-Bear-Making-You-Sick-Time-To-Get-Right-With-Healthcare/,chart,XLV,JKDtOcZq-Is-The-Bear-Making-You-Sick-Time-To-Get-Right-With-Healthcare,
https://www.tradingview.com/chart/TCEHY/4wLaKYsA-TCEHY-ATVI-Video-Games/,chart,TCEHY,4wLaKYsA-TCEHY-ATVI-Video-Games,
https://www.tradingview.com/chart/AMZN/gs3m93XD-Discretionary-vs-Energy-Tradingview-Competition-Entry/,chart,AMZN,gs3m93XD-Discretionary-vs-Energy-Tradingview-Competition-Entry,
https://www.tradingview.com/chart/AUDCHF/zcV9cPUE-Managing-Your-trades-using-TIME-of-DAY/,chart,AUDCHF,zcV9cPUE-Managing-Your-trades-using-TIME-of-DAY,
https://www.tradingview.com/chart/XAUUSD/fGKPePy1-Are-You-Ready-to-Trade-Full-Time-4-Essential-Signs/,chart,XAUUSD,fGKPePy1-Are-You-Ready-to-Trade-Full-Time-4-Essential-Signs,
https://www.tradingview.com/chart/NFLX/R4eSnyrP-Netflix-Will-The-Bulls-Defend-The-0-382-Best-Load-Up-Zones/,chart,NFLX,R4eSnyrP-Netflix-Will-The-Bulls-Defend-The-0-382-Best-Load-Up-Zones,
https://www.tradingview.com/chart/RB1!/jxhADKNN-Has-Gasoline-Price-Already-Peaked/,chart,RB1!,jxhADKNN-Has-Gasoline-Price-Already-Peaked,
